run,policy_labels,annotation,total_reward,pred_acc_agent_0,pred_acc_agent_1
cross,cross-1_0,seed-0,80.0,0.7274999618530273,0.3050000071525574
cross,cross-1_0,seed-1,120.0,0.5824999809265137,0.4375
cross,cross-1_0,seed-2,40.0,0.5374999642372131,0.32249999046325684
cross,cross-1_0,seed-3,20.0,0.429999977350235,0.19499999284744263
cross,cross-1_0,seed-4,20.0,0.20250000059604645,0.8349999785423279
cross,cross-1_0,mean,56.0,0.4960000216960907,0.4189999997615814
cross,cross-0_1,seed-0,120.0,0.5074999928474426,0.45249998569488525
cross,cross-0_1,seed-1,40.0,0.20999999344348907,0.4050000011920929
cross,cross-0_1,seed-2,20.0,0.32249999046325684,0.39499998092651367
cross,cross-0_1,seed-3,120.0,0.45249998569488525,0.48249998688697815
cross,cross-0_1,seed-4,80.0,0.5424999594688416,0.38999998569488525
cross,cross-0_1,mean,76.0,0.40699997544288635,0.42500001192092896
cross,cross-1_1,seed-0,200.0,0.9399999976158142,0.9449999928474426
cross,cross-1_1,seed-1,200.0,0.9325000047683716,0.9350000023841858
cross,cross-1_1,seed-2,200.0,0.9350000023841858,0.9399999976158142
cross,cross-1_1,seed-3,200.0,0.9350000023841858,0.9399999976158142
cross,cross-1_1,seed-4,200.0,0.9199999570846558,0.9375
cross,cross-1_1,mean,200.0,0.9325000047683716,0.9395000338554382
cross,cross-0_0,seed-0,140.0,0.762499988079071,0.7574999928474426
cross,cross-0_0,seed-1,140.0,0.7724999785423279,0.7450000047683716
cross,cross-0_0,seed-2,140.0,0.7599999904632568,0.7524999976158142
cross,cross-0_0,seed-3,140.0,0.7699999809265137,0.73499995470047
cross,cross-0_0,seed-4,140.0,0.7774999737739563,0.7824999690055847
cross,cross-0_0,mean,140.0,0.768500030040741,0.7545000314712524
